index,person_id,pername1,pername2,sex,dob_day,dob_mon,dob_year,enumcap,enumpc,allInfo
4737,EX975XZ025001,MOHAMMED,OWEN,M,4.0,1,1924.0,25 MANOR ROAD,EX975XZ,mohammedowenm4.011924.025manorroadex975xz
4751,EX982LX005001,ALEXAWDRA,SHAW,F,9.0,3,1922.0,5 HIGHFIELD ROAD,EX982LX,alexawdrashawf9.031922.05highfieldroadex982lx
4788,EX982LX019004,CHARLOTTE,MATTHEWS,F,10.0,4,1998.0,19 HIGHFIELD ROAD,EX982LX,charlottematthewsf10.041998.019highfieldroadex982lx
4793,EX982LX022001,AMELIE,CLARK,F,8.0,6,1950.0,22 HIGHFIELD ROAD,EX982LX,amelieclarkf8.061950.022highfieldroadex982lx
4809,EX982LY029003,HARRY,JONES,M,20.0,5,2009.0,29 HIGHFIELD ROAD,EX982LY,harryjonesm20.052009.029highfieldroadex982ly
4830,EX982LY037001,CHLOE,BEMMETT,F,19.0,7,1941.0,37 HIGHFIELD ROAD,EX982LY,chloebemmettf19.071941.037highfieldroadex982ly
4838,EX982LY040001,AVA,NITCHELL,F,30.0,7,1924.0,40 HIGHFIELD ROAD,EX982LY,avanitchellf30.071924.040highfieldroadex982ly
4879,EX982LZ065001,IOGAN,KEIIY,M,29.0,11,1970.0,65 HIGHFIELD ROAD,EX982LZ,iogankeiiym29.0111970.065highfieldroadex982lz
4890,EX985AF002003,PAIGE,ELLIS,F,19.0,3,1982.0,2 WEST STREET,EX985AF,paigeellisf19.031982.02weststreetex985af
4895,EX985AF004001,DANIEL,MURPMY,M,10.0,2,1969.0,4 WEST STREET,EX985AF,danielmurpmym10.021969.04weststreetex985af
4898,EX985AF004005,LUCIE,MURPHY,F,9.0,10,1995.0,4 WEST STREET,EX985AF,luciemurphyf9.0101995.04weststreetex985af
4903,EX985AF007002,JESSICA,COOK,F,4.0,3,1955.0,7 WEST STREET,EX985AF,jessicacookf4.031955.07weststreetex985af
4927,EX985AF014005,ELEANOR,BELL,F,27.0,5,,14 WEST STREET,EX985AF,eleanorbellf27.0514weststreetex985af
4941,HR167XD002006,KIERAN,BARKER,M,27.0,11,2005.0,2 WARWICK ROAD,HR167XD,kieranbarkerm27.0112005.02warwickroadhr167xd
4990,HR167XE025001,HAYDEN,WEBB,M,11.0,6,1922.0,25 WARWICK ROAD,HR167XE,haydenwebbm11.061922.025warwickroadhr167xe
4997,HR167XE027002,SCAALETT,JONES,F,7.0,11,1949.0,27 WARWICK ROAD,HR167XE,scaalettjonesf7.0111949.027warwickroadhr167xe
5002,HR167XE030001,DYLAW,BROWW,M,2.0,1,1932.0,30 WARWICK ROAD,HR167XE,dylawbrowwm2.011932.030warwickroadhr167xe
5056,HR174XY007001,AMELIA,HALL,F,20.0,4,1990.0,7 SPRINGFIELD ROAD,HR174XY,ameliahallf20.041990.07springfieldroadhr174xy
5081,HR174XY017001,GONNOR,SMITH,M,,2,1981.0,17 SPRINGFIELD ROAD,HR174XY,gonnorsmithm21981.017springfieldroadhr174xy
5088,HR174XZ019002,SOPHIA,KELLY,F,16.0,2,1934.0,19 SPRINGFIELD ROAD,HR174XZ,sophiakellyf16.021934.019springfieldroadhr174xz
5105,HR174XZ028001,JOHN,SOOTT,M,10.0,4,1951.0,28 SPRINGFIELD ROAD,HR174XZ,johnsoottm10.041951.028springfieldroadhr174xz
5113,HR174XZ030002,LILLY,BAKER,F,7.0,5,1960.0,30 SPRINGFIELD ROAD,HR174XZ,lillybakerf7.051960.030springfieldroadhr174xz
5123,HR235FS002002,HAALEY,WAAD,M,23.0,5,1956.0,2 PARK LANE,HR235FS,haaleywaadm23.051956.02parklanehr235fs
5198,HR250EL026001,PHOEBE,WATSON,F,21.0,12,1939.0,26 LONDON ROAD,HR250EL,phoebewatsonf21.0121939.026londonroadhr250el
5204,HR250EL029002,GRRCIE,WEBB,F,13.0,2,1949.0,29 LONDON ROAD,HR250EL,grrciewebbf13.021949.029londonroadhr250el
5259,HR250EN056001,SEBASTIAN,AOBEATS,M,25.0,2,1967.0,56 LONDON ROAD,HR250EN,sebastianaobeatsm25.021967.056londonroadhr250en
5353,HR280TF041003,JOSEPH,MITCHELL,M,8.0,9,1997.0,41 PARK ROAD,HR280TF,josephmitchellm8.091997.041parkroadhr280tf
5398,HR335UZ007004,ZAK,OWEN,M,17.0,7,2005.0,7 GREEN LANE,HR335UZ,zakowenm17.072005.07greenlanehr335uz
5427,HR346EJ003003,MIKE,REID,M,10.0,9,1982.0,3 KINGSWAY,HR346EJ,mikereidm10.091982.03kingswayhr346ej
5473,HR348JQ010004,LACEY,GBIFFITHS,F,4.0,4,1992.0,10 QUEEN STREET,HR348JQ,laceygbiffithsf4.041992.010queenstreethr348jq
5478,HR348JQ013001,BETHANY,DAVLS,F,28.0,10,1994.0,13 QUEEN STREET,HR348JQ,bethanydavlsf28.0101994.013queenstreethr348jq
5505,HR377QA030002,SOPHIA,LOOK,F,23.0,11,1937.0,30 ALBERT ROAD,HR377QA,sophialookf23.0111937.030albertroadhr377qa
5507,HR377QA031002,ELLA,MITCHELL,F,15.0,1,1960.0,31 ALBERT ROAD,HR377QA,ellamitchellf15.011960.031albertroadhr377qa
5525,HR377QA038001,EDWARD,COOK,M,7.0,12,1982.0,38 ALBERT ROAD,HR377QA,edwardcookm7.0121982.038albertroadhr377qa
5606,HR377QZ011004,,DAVIES,M,15.0,5,1998.0,11 ALBERT ROAD,HR377QZ,daviesm15.051998.011albertroadhr377qz
5643,HR39YU004003,MIA,GRIFFITH,F,16.0,2,,4 KING STREET,HR39YU,miagriffithf16.024kingstreethr39yu
5689,HR459GE005002,CONNIE,THOMAS,F,10.0,6,1975.0,5 WOODLANDS ROAD,HR459GE,conniethomasf10.061975.05woodlandsroadhr459ge
5701,HR459GE011001,HARRY,REID,M,26.0,12,1957.0,11 WOODLANDS ROAD,HR459GE,harryreidm26.0121957.011woodlandsroadhr459ge
5707,HR459GE012002,JASMINE,CAMPBELL,F,23.0,6,1978.0,12 WOODLANDS ROAD,HR459GE,jasminecampbellf23.061978.012woodlandsroadhr459ge
5724,HR459GF019002,DANIEL,MASON,M,12.0,6,2006.0,19 WOODLANDS ROAD,HR459GF,danielmasonm12.062006.019woodlandsroadhr459gf
5771,HR478ER005001,DANIEL,WEBB,M,2.0,5,1975.0,5 CHAPEL STREET,HR478ER,danielwebbm2.051975.05chapelstreethr478er
5787,HR478ER012002,MOHAMMAD,YOUNG,M,3.0,2,1963.0,12 CHAPEL STREET,HR478ER,mohammadyoungm3.021963.012chapelstreethr478er
5815,HR481NB002001,CIARA,REID,F,31.0,5,1923.0,2 MANOR ROAD,HR481NB,ciarareidf31.051923.02manorroadhr481nb
5871,HR481ND028001,HARRIET,TURWER,F,20.0,12,1963.0,28 MANOR ROAD,HR481ND,harrietturwerf20.0121963.028manorroadhr481nd
5917,HR496RG009001,MAX,WRIGHT,M,12.0,11,2001.0,9 QUEENS ROAD,HR496RG,maxwrightm12.0112001.09queensroadhr496rg
5934,HR496RH020001,JAMES,MILLER,M,16.0,7,1969.0,20 QUEENS ROAD,HR496RH,jamesmillerm16.071969.020queensroadhr496rh
6025,HR496RL064003,LUCY,POWELL,F,2.0,10,2009.0,64 QUEENS ROAD,HR496RL,lucypowellf2.0102009.064queensroadhr496rl
6028,HR496RL066001,MARIAM,RICHARDSON,F,23.0,6,1962.0,66 QUEENS ROAD,HR496RL,mariamrichardsonf23.061962.066queensroadhr496rl
6044,HR505ER006003,ELLIOT,BAILEY,M,16.0,4,1997.0,6 NEW STREET,HR505ER,elliotbaileym16.041997.06newstreethr505er
6058,HR505ER014001,JOE,SIMPSON,M,18.0,7,1986.0,14 NEW STREET,HR505ER,joesimpsonm18.071986.014newstreethr505er
6065,HR505ER017001,TYLER,THOMAS,M,4.0,9,1961.0,17 NEW STREET,HR505ER,tylerthomasm4.091961.017newstreethr505er
6103,HR529LL022005,SETM,DAVIES,M,4.0,10,1990.0,22 CHURCH LANE,HR529LL,setmdaviesm4.0101990.022churchlanehr529ll
6104,HR529LL023001,LAUREN,MORGAN,F,21.0,9,1937.0,23 CHURCH LANE,HR529LL,laurenmorganf21.091937.023churchlanehr529ll
6111,HR542FY001001,EMMA,HARRIS,F,4.0,5,1985.0,1 MILL LANE,HR542FY,emmaharrisf4.051985.01milllanehr542fy
6127,HR542FY007003,FREYA,GLARK,F,28.0,11,1991.0,7 MILL LANE,HR542FY,freyaglarkf28.0111991.07milllanehr542fy
6149,HR542FY013001,DAVID,CLARKE,M,4.0,9,1963.0,13 MILL LANE,HR542FY,davidclarkem4.091963.013milllanehr542fy
6153,HR542FY015003,DANIEL,MITOHELL,M,21.0,9,1998.0,15 MILL LANE,HR542FY,danielmitohellm21.091998.015milllanehr542fy
6169,HR542FY021001,SEAN,CLARKE,M,11.0,1,1983.0,21 MILL LANE,HR542FY,seanclarkem11.011983.021milllanehr542fy
6199,HR559UG015003,FREDDIE,JENKINS,M,30.0,2,1994.0,15 STATION ROAD,HR559UG,freddiejenkinsm30.021994.015stationroadhr559ug
6225,HR559UH027004,CHLOE,GRIFFITHS,F,3.0,9,1977.0,27 STATION ROAD,HR559UH,chloegriffithsf3.091977.027stationroadhr559uh
6271,HR559UJ051003,HARRISON,MARSHALL,M,28.0,2,1997.0,51 STATION ROAD,HR559UJ,harrisonmarshallm28.021997.051stationroadhr559uj
6274,HR559UJ053001,CHARLES,MOORE,M,12.0,8,1989.0,53 STATION ROAD,HR559UJ,charlesmoorem12.081989.053stationroadhr559uj
6289,HR559UJ061001,BLLLY,POWELL,M,5.0,12,1976.0,61 STATION ROAD,HR559UJ,blllypowellm5.0121976.061stationroadhr559uj
6294,HR559UJ062001,CAMERON,ADAMS,M,16.0,8,1944.0,62 STATION ROAD,HR559UJ,cameronadamsm16.081944.062stationroadhr559uj
6315,HR559UL074004,LUCY,GRAY,F,7.0,8,2008.0,74 STATION ROAD,HR559UL,lucygrayf7.082008.074stationroadhr559ul
6331,HR559UN082001,EVAN,HARVEY,M,27.0,2,1938.0,82 STATION ROAD,HR559UN,evanharveym27.021938.082stationroadhr559un
6371,HR559UN098004,SUMMER,BROWN,F,25.0,5,1985.0,98 STATION ROAD,HR559UN,summerbrownf25.051985.098stationroadhr559un
6376,HR559UN101001,ROSE,BENNETT,F,4.0,4,1938.0,101 STATION ROAD,HR559UN,rosebennettf4.041938.0101stationroadhr559un
6403,HR56DD010002,FINLAY,LEWIS,M,31.0,8,2003.0,10 VICTORIA ROAD,HR56DD,finlaylewism31.082003.010victoriaroadhr56dd
6425,HR56DE017005,TMEODORE,JONES,M,25.0,4,2006.0,17 VICTORIA ROAD,HR56DE,tmeodorejonesm25.042006.017victoriaroadhr56de
6441,HR56DE023005,TILLY,STEWART,F,3.0,1,1985.0,23 VICTORIA ROAD,HR56DE,tillystewartf3.011985.023victoriaroadhr56de
6470,HR56DE038006,SOPHIE,GIBSON,F,21.0,8,1970.0,38 VICTORIA ROAD,HR56DE,sophiegibsonf21.081970.038victoriaroadhr56de
6489,HR619TE007001,LILLY,JOHWSOW,F,9.0,5,1936.0,7 PARK AVENUE,HR619TE,lillyjohwsowf9.051936.07parkavenuehr619te
6504,HR619TE013001,JAKE,JENKINS,M,2.0,1,1958.0,13 PARK AVENUE,HR619TE,jakejenkinsm2.011958.013parkavenuehr619te
6545,HR638PF014001,WILLIAM,MASON,M,27.0,5,1938.0,14 GROVE ROAD,HR638PF,williammasonm27.051938.014groveroadhr638pf
6569,HR638PG023001,FREDDIE,WARD,M,30.0,10,1968.0,23 GROVE ROAD,HR638PG,freddiewardm30.0101968.023groveroadhr638pg
6571,HR638PG023003,DAISY,WARD,F,13.0,5,2004.0,23 GROVE ROAD,HR638PG,daisywardf13.052004.023groveroadhr638pg
6591,HR662RN001001,BROOKE,BAILEY,F,22.0,1,1985.0,1 MAIN ROAD,HR662RN,brookebaileyf22.011985.01mainroadhr662rn
6594,HR662RN002003,WILLIAM,ANDERSON,M,6.0,12,2010.0,2 MAIN ROAD,HR662RN,williamandersonm6.0122010.02mainroadhr662rn
6612,HR662RN010001,LEO,PARKER,M,4.0,6,1957.0,10 MAIN ROAD,HR662RN,leoparkerm4.061957.010mainroadhr662rn
6616,HR662RN010005,FREOERICK,PARKER,M,5.0,10,1978.0,10 MAIN ROAD,HR662RN,freoerickparkerm5.0101978.010mainroadhr662rn
6626,HR662RN019001,LEO,WEBB,M,1.0,4,1984.0,19 MAIN ROAD,HR662RN,leowebbm1.041984.019mainroadhr662rn
6632,HR662RN020001,AMELIA,MILLER,F,18.0,3,1911.0,20 MAIN ROAD,HR662RN,ameliamillerf18.031911.020mainroadhr662rn
6666,HR662RP036002,SUMMER,BARNES,F,21.0,9,2004.0,36 MAIN ROAD,HR662RP,summerbarnesf21.092004.036mainroadhr662rp
6750,HR72AU002002,FBEYA,STEVENSON,F,20.0,3,1996.0,2 MAIN STREET,HR72AU,fbeyastevensonf20.031996.02mainstreethr72au
6756,HR72AU009001,THEO,COOPEA,M,15.0,8,1962.0,9 MAIN STREET,HR72AU,theocoopeam15.081962.09mainstreethr72au
6769,HR72AU012001,,WALKER,F,28.0,8,1993.0,12 MAIN STREET,HR72AU,walkerf28.081993.012mainstreethr72au
6791,HR777AD003002,SOFIA,PRICE,F,5.0,5,1955.0,3 THE AVENUE,HR777AD,sofiapricef5.051955.03theavenuehr777ad
6847,HR802JR006001,ISAAC,PALHER,M,17.0,5,1970.0,6 NEW ROAD,HR802JR,isaacpalherm17.051970.06newroadhr802jr
6850,HR802JR007001,VICTOR,HILL,M,30.0,3,1974.0,7 NEW ROAD,HR802JR,victorhillm30.031974.07newroadhr802jr
6852,HR802JR007003,JOSHUA,HILL,M,22.0,2,2004.0,7 NEW ROAD,HR802JR,joshuahillm22.022004.07newroadhr802jr
6931,HR802JT043002,HARRISON,EDWARDS,M,2.0,8,1979.0,43 NEW ROAD,HR802JT,harrisonedwardsm2.081979.043newroadhr802jt
6944,HR802JU054003,YASMIN,MORRIS,F,26.0,8,2009.0,54 NEW ROAD,HR802JU,yasminmorrisf26.082009.054newroadhr802ju
6957,HR802JU060001,CALLUM,PALMER,M,31.0,5,1982.0,60 NEW ROAD,HR802JU,callumpalmerm31.051982.060newroadhr802ju
6970,HR802JU066004,SEBASTIAN,MATTHEWS,M,5.0,6,2010.0,66 NEW ROAD,HR802JU,sebastianmatthewsm5.062010.066newroadhr802ju
6972,HR802JU067001,MIA,ROBINSON,F,14.0,12,1933.0,67 NEW ROAD,HR802JU,miarobinsonf14.0121933.067newroadhr802ju
7010,HR804ZH011002,EVA,BELL,F,2.0,1,1994.0,11 VICTORIA STREET,HR804ZH,evabellf2.011994.011victoriastreethr804zh
7017,HR804ZH014003,EVA,ADAMS,F,16.0,1,1972.0,14 VICTORIA STREET,HR804ZH,evaadamsf16.011972.014victoriastreethr804zh
7060,HR861GF024001,MAISIE,BARNES,F,3.0,7,1954.0,24 ALEXANDRA ROAD,HR861GF,maisiebarnesf3.071954.024alexandraroadhr861gf
7062,HR861GF026001,LEWIS,MILLS,M,28.0,7,1927.0,26 ALEXANDRA ROAD,HR861GF,lewismillsm28.071927.026alexandraroadhr861gf
7075,HR904ZA001002,EVA,ROGERS,F,18.0,4,1947.0,1 BROADWAY,HR904ZA,evarogersf18.041947.01broadwayhr904za
7126,HR90PT003003,LILLY,ALLEN,,4.0,3,1998.0,3 YORK ROAD,HR90PT,lillyallen4.031998.03yorkroadhr90pt
7143,HR90PT011007,MARTHA,THOMAS,F,28.0,3,1962.0,11 YORK ROAD,HR90PT,marthathomasf28.031962.011yorkroadhr90pt
7241,HR918JE008001,ALEKANDER,MORRIS,M,17.0,1,1948.0,8 THE GREEN,HR918JE,alekandermorrism17.011948.08thegreenhr918je
7246,HR918JE010002,EMMA,HARRIS,F,5.0,7,1998.0,10 THE GREEN,HR918JE,emmaharrisf5.071998.010thegreenhr918je
7296,LS123XJ015002,EVIE,MATTHEWS,F,7.0,11,1976.0,15 HIGH STREET,LS123XJ,eviematthewsf7.0111976.015highstreetls123xj
7305,LS123XJ020001,CHAVLIE,VOBIWSOW,M,31.0,2,1957.0,20 HIGH STREET,LS123XJ,chavlievobiwsowm31.021957.020highstreetls123xj
7379,LS189AP004002,CHLOE,CAMPBELL,F,21.0,5,1953.0,4 SOUTH STREET,LS189AP,chloecampbellf21.051953.04southstreetls189ap
7391,LS189AP008001,ETHAN,EIIIS,M,17.0,2,1951.0,8 SOUTH STREET,LS189AP,ethaneiiism17.021951.08southstreetls189ap
7400,LS189AP014001,HENRY,COOPER,,29.0,4,1984.0,14 SOUTH STREET,LS189AP,henrycooper29.041984.014southstreetls189ap
7452,LS220HX015001,,POWELL,M,7.0,3,1962.0,15 QUEEN STREET,LS220HX,powellm7.031962.015queenstreetls220hx
7471,LS233HZ007002,RUBY,MURRAY,F,7.0,11,1969.0,7 NORTH STREET,LS233HZ,rubymurrayf7.0111969.07northstreetls233hz
7476,LS233HZ010002,PHOEBE,FOSTER,F,1.0,5,1953.0,10 NORTH STREET,LS233HZ,phoebefosterf1.051953.010northstreetls233hz
7497,LS233HZ020002,ULIVIA,MURRAY,F,3.0,2,1964.0,20 NORTH STREET,LS233HZ,uliviamurrayf3.021964.020northstreetls233hz
7504,LS233HZ024001,JOSEPH,JOHNSON,M,9.0,11,1976.0,24 NORTH STREET,LS233HZ,josephjohnsonm9.0111976.024northstreetls233hz
7549,LS238QF002002,WILL,ROBINS,M,21.0,7,1971.0,2 MILL LANE,LS238QF,willrobinsm21.071971.02milllanels238qf
7560,LS238QF007002,MILLY,JENKINS,F,23.0,3,1954.0,7 MILL LANE,LS238QF,millyjenkinsf23.031954.07milllanels238qf
7594,LS243GD009001,OSCAR,WHITE,M,21.0,2,1986.0,9 THE CRESCENT,LS243GD,oscarwhitem21.021986.09thecrescentls243gd
7625,LS243GD021003,AMBEB,PABKEB,F,26.0,3,1998.0,21 THE CRESCENT,LS243GD,ambebpabkebf26.031998.021thecrescentls243gd
7637,LS257SN003001,BAILEY,ALLEN,M,26.0,5,1982.0,3 MAIN STREET,LS257SN,baileyallenm26.051982.03mainstreetls257sn
7673,LS274QH010004,KAI,BAILEY,M,22.0,12,2011.0,10 SCHOOL LANE,LS274QH,kaibaileym22.0122011.010schoollanels274qh
7680,LS274QH012002,CAITLIN,GRIFFITH,F,18.0,8,1988.0,12 SCHOOL LANE,LS274QH,caitlingriffithf18.081988.012schoollanels274qh
7729,LS294PQ021002,PAIGE,SMITH,F,15.0,4,1958.0,21 QUEENS ROAD,LS294PQ,paigesmithf15.041958.021queensroadls294pq
7776,LS294PR043002,ANNABEL,ROBINSON,F,24.0,11,2009.0,43 QUEENS ROAD,LS294PR,annabelrobinsonf24.0112009.043queensroadls294pr
7787,LS294PR045002,JAKE,MILLS,M,3.0,12,1999.0,45 QUEENS ROAD,LS294PR,jakemillsm3.0121999.045queensroadls294pr
7841,LS433YR010002,ALISHA,BARNES,F,6.0,3,1969.0,10 PARK AVENUE,LS433YR,alishabarnesf6.031969.010parkavenuels433yr
7897,LS451GL004006,RROOKE,COLLINS,F,9.0,1,1977.0,4 WOODLANDS ROAD,LS451GL,rrookecollinsf9.011977.04woodlandsroadls451gl
7928,LS451GL014003,MUHAMMAD,MUURE,M,23.0,5,1991.0,14 WOODLANDS ROAD,LS451GL,muhammadmuurem23.051991.014woodlandsroadls451gl
7934,LS451GL017003,MOLLY,MABSHALL,F,20.0,3,2001.0,17 WOODLANDS ROAD,LS451GL,mollymabshallf20.032001.017woodlandsroadls451gl
7955,LS451GN025003,ISABELLA,MORRISON,F,23.0,6,1994.0,25 WOODLANDS ROAD,LS451GN,isabellamorrisonf23.061994.025woodlandsroadls451gn
7997,LS451GP044001,KATIE,HOLMES,F,28.0,4,1911.0,44 WOODLANDS ROAD,LS451GP,katieholmesf28.041911.044woodlandsroadls451gp
8001,LS451GP047002,ANNA,ALLEN,F,11.0,8,1945.0,47 WOODLANDS ROAD,LS451GP,annaallenf11.081945.047woodlandsroadls451gp
8022,LS451GQ057002,NIAMH,CLARK,F,22.0,5,2008.0,57 WOODLANDS ROAD,LS451GQ,niamhclarkf22.052008.057woodlandsroadls451gq
8036,LS451GQ070001,DYLAN,VOBEVTSON,M,11.0,3,1958.0,70 WOODLANDS ROAD,LS451GQ,dylanvobevtsonm11.031958.070woodlandsroadls451gq
8067,LS451GR084002,HARRY,GIBSON,M,18.0,10,1945.0,84 WOODLANDS ROAD,LS451GR,harrygibsonm18.0101945.084woodlandsroadls451gr
8088,LS451GR094001,NATASHA,COOK,F,5.0,11,1930.0,94 WOODLANDS ROAD,LS451GR,natashacookf5.0111930.094woodlandsroadls451gr
8141,LS475RQ008004,MICKAEL,OAVIS,M,17.0,11,2008.0,8 CROMWELL ROAD,LS475RQ,mickaeloavism17.0112008.08cromwellroadls475rq
8143,LS475RQ010001,MATTHEW,MARSHALL,M,26.0,8,1983.0,10 CROMWELL ROAD,LS475RQ,matthewmarshallm26.081983.010cromwellroadls475rq
8162,LS475RR020003,JACK,BUTLER,,4.0,9,2002.0,20 CROMWELL ROAD,LS475RR,jackbutler4.092002.020cromwellroadls475rr
8166,LS475RR022002,HOLLY,BELL,F,24.0,10,1962.0,22 CROMWELL ROAD,LS475RR,hollybellf24.0101962.022cromwellroadls475rr
8214,LS475RS044003,DYLAN,ROBINS,M,29.0,9,1971.0,44 CROMWELL ROAD,LS475RS,dylanrobinsm29.091971.044cromwellroadls475rs
8241,LS475RS055004,MOLLY,OWEN,F,24.0,3,2003.0,55 CROMWELL ROAD,LS475RS,mollyowenf24.032003.055cromwellroadls475rs
8268,LS475RT069002,AMY,GRAMAM,F,22.0,7,1972.0,69 CROMWELL ROAD,LS475RT,amygramamf22.071972.069cromwellroadls475rt
8275,LS475RT073004,EDWARD,SIMPSON,M,10.0,9,1965.0,73 CROMWELL ROAD,LS475RT,edwardsimpsonm10.091965.073cromwellroadls475rt
8280,LS480EL001001,PHOEBE,ALLEN,F,29.0,7,1957.0,1 VICTORIA ROAD,LS480EL,phoebeallenf29.071957.01victoriaroadls480el
8317,LS480EN017004,ISABELLA,THOMFSOW,F,19.0,5,1976.0,17 VICTORIA ROAD,LS480EN,isabellathomfsowf19.051976.017victoriaroadls480en
8401,LS486AL014001,MEGAN,COX,F,24.0,9,1935.0,14 STATION ROAD,LS486AL,megancoxf24.091935.014stationroadls486al
8428,LS486AN035002,OLIVIA,WALKER,F,,10,1956.0,35 STATION ROAD,LS486AN,oliviawalkerf101956.035stationroadls486an
8485,LS58TA024003,MECAN,MURPHY,F,11.0,1,2002.0,24 NEW ROAD,LS58TA,mecanmurphyf11.012002.024newroadls58ta
8505,LS58TA034002,GRACIE,SCOTT,F,14.0,10,1914.0,34 NEW ROAD,LS58TA,graciescottf14.0101914.034newroadls58ta
8568,LS643BJ002004,MILLIE,WILSON,F,20.0,8,1998.0,2 GEORGE STREET,LS643BJ,milliewilsonf20.081998.02georgestreetls643bj
8585,LS643BJ012001,CHARLIE,HUNT,M,16.0,7,1956.0,12 GEORGE STREET,LS643BJ,charliehuntm16.071956.012georgestreetls643bj
8653,LS670FR002003,CRYSTAL,TAYLOR,F,9.0,10,1991.0,2 ALEXANDRA ROAD,LS670FR,crystaltaylorf9.0101991.02alexandraroadls670fr
8658,LS670FR004004,MAX,SCOTT,M,7.0,6,1986.0,4 ALEXANDRA ROAD,LS670FR,maxscottm7.061986.04alexandraroadls670fr
8673,LS670FR013001,WILLIAM,MVRPHY,M,25.0,5,1942.0,13 ALEXANDRA ROAD,LS670FR,williammvrphym25.051942.013alexandraroadls670fr
8676,LS670FR014003,LRCEY,MOORE,F,25.0,9,2007.0,14 ALEXANDRA ROAD,LS670FR,lrceymooref25.092007.014alexandraroadls670fr
8717,LS670FT039001,JACK,WILSON,M,20.0,7,1963.0,39 ALEXANDRA ROAD,LS670FT,jackwilsonm20.071963.039alexandraroadls670ft
8751,LS670FU060001,JAKE,SHAW,M,16.0,3,1962.0,60 ALEXANDRA ROAD,LS670FU,jakeshawm16.031962.060alexandraroadls670fu
8761,LS670FU062001,MACY,COX,F,8.0,3,1934.0,62 ALEXANDRA ROAD,LS670FU,macycoxf8.031934.062alexandraroadls670fu
8812,LS74DL018005,FINLEY,GREEN,M,24.0,11,2006.0,18 KINGS ROAD,LS74DL,finleygreenm24.0112006.018kingsroadls74dl
8813,LS74DL018006,DANIEL,GREEN,M,22.0,4,2005.0,18 KINGS ROAD,LS74DL,danielgreenm22.042005.018kingsroadls74dl
8814,LS74DL019001,JOE,BARKER,M,10.0,5,1981.0,19 KINGS ROAD,LS74DL,joebarkerm10.051981.019kingsroadls74dl
8817,LS74DN020001,ASHTON,MORRIS,M,1.0,9,1961.0,20 KINGS ROAD,LS74DN,ashtonmorrism1.091961.020kingsroadls74dn
8829,LS74DN027001,CODY,DAVIS,M,22.0,3,1983.0,27 KINGS ROAD,LS74DN,codydavism22.031983.027kingsroadls74dn
8844,LS74DN033001,MATTHEW,CLARKE,M,17.0,6,1939.0,33 KINGS ROAD,LS74DN,matthewclarkem17.061939.033kingsroadls74dn
8883,LS806XB016001,JOSH,CAATEA,M,3.0,7,1974.0,16 ALBERT STREET,LS806XB,joshcaateam3.071974.016albertstreetls806xb
8932,LS837BS021003,IMOGEN,PHILLIPS,F,17.0,1,2007.0,21 FOREST ROAD,LS837BS,imogenphillipsf17.012007.021forestroadls837bs
8933,LS837BS022001,RILEY,POWELL,M,19.0,4,1957.0,22 FOREST ROAD,LS837BS,rileypowellm19.041957.022forestroadls837bs
8950,LS837BT032001,HENRY,WRIGHT,M,23.0,6,1962.0,32 FOREST ROAD,LS837BT,henrywrightm23.061962.032forestroadls837bt
8959,LS837BT036001,DAISY,ROBIMSOM,F,28.0,11,1974.0,36 FOREST ROAD,LS837BT,daisyrobimsomf28.0111974.036forestroadls837bt
9000,LS837BU055003,RHYS,COX,M,24.0,7,1990.0,55 FOREST ROAD,LS837BU,rhyscoxm24.071990.055forestroadls837bu
9020,LS837BU066002,AISHA,JACKSON,F,12.0,4,1980.0,66 FOREST ROAD,LS837BU,aishajacksonf12.041980.066forestroadls837bu
9022,LS837BU066004,JUSTIN,JACKSON,M,14.0,10,2004.0,66 FOREST ROAD,LS837BU,justinjacksonm14.0102004.066forestroadls837bu
9031,LS849ZL002002,CALEB,WATSON,M,6.0,2,1997.0,2 GROVE ROAD,LS849ZL,calebwatsonm6.021997.02groveroadls849zl
9050,LS849ZL012001,BLAKE,RUSSELL,,19.0,2,1977.0,12 GROVE ROAD,LS849ZL,blakerussell19.021977.012groveroadls849zl
9071,LS849ZL023002,LEXIE,CLABKE,F,29.0,10,2006.0,23 GROVE ROAD,LS849ZL,lexieclabkef29.0102006.023groveroadls849zl
9077,LS849ZL024006,HARVEY,HOLMES,M,15.0,8,1940.0,24 GROVE ROAD,LS849ZL,harveyholmesm15.081940.024groveroadls849zl
9097,LS849ZN035001,TYLER,CHAPMAM,M,16.0,9,1977.0,35 GROVE ROAD,LS849ZN,tylerchapmamm16.091977.035groveroadls849zn
9108,LS849ZP041003,SOFIA,POWELL,F,28.0,7,2004.0,41 GROVE ROAD,LS849ZP,sofiapowellf28.072004.041groveroadls849zp
9118,LS849ZP044002,EHILY,THOHPSON,F,5.0,6,1935.0,44 GROVE ROAD,LS849ZP,ehilythohpsonf5.061935.044groveroadls849zp
9184,LS867AQ003001,FREDERICK,DAVIES,M,13.0,9,1965.0,3 SPRINGFIELD ROAD,LS867AQ,frederickdaviesm13.091965.03springfieldroadls867aq
9188,LS867AQ005001,EVIE,RICHARDS,F,31.0,10,1911.0,5 SPRINGFIELD ROAD,LS867AQ,evierichardsf31.0101911.05springfieldroadls867aq
