PIERWSZE_IMIĘ,DRUGIE_IMIĘ,NAZWISKO,DATA URODZENIA
ALAN,JULIAN,KAPŁON,24-08-1971
WITOLD,ADAM,FALKOWSKI,23-08-1983
LUDWIK,ROMAN,SZYMAŃSKI,19-08-1969
ROBERT,ARTUR,ROZBORSKI,22-06-1948
MIECZYSŁAW,PIOTR,SIWEK,13-09-1976
ROBERT,MAKSYMILIAN,JACHIMOWICZ,10-09-1948
EDWARD,KAZIMIERZ,SURMACZ,08-11-1995
PAWEŁ,CZESŁAW,KISELEV,04-12-1978
JERZY,MAREK,KARDYŚ,04-04-2000
IZYDOR,MIROSŁAW,URBAS,13-02-1973
MAREK,PIOTR,WIERZBICKI,14-11-1954
TADEUSZ,WŁADYSŁAW,BUDZIK,07-11-1947
MAREK,WŁADYSŁAW,BUTA,09-07-1971
KAROL,PIOTR,WICHA,27-08-1990
IGNACY,BŁAŻEJ,LEWANDOWSKI,08-10-1971
WIESŁAW,HENRYK,MALEC,30-04-1964
ZBIGNIEW,BRONISŁAW,MIECZNIKOWSKI,07-11-1953
PIOTR,JÓZEF,ŻAK,07-10-1956
PAWEŁ,MANFRED,PROFIC,18-04-2018
RADOSŁAW,ADAM,GAWLIK,19-06-1984
PIOTR,GRZEGORZ,KRÓL,31-01-1999
PIOTR,DAMIAN,PIEŃKOS,08-01-1952
OLIWIER,SZCZEPAN,PIĄTEK,25-09-1953
MARIAN,ŁUKASZ,PIZOŃ,07-10-2020
MARIAN,STANISŁAW,KLACZYŃSKI,12-07-2014
DANIEL,PIOTR,SIKORSKI,19-05-2006
PASQUALE,TOMASZ,AHEYEU,11-04-1950
WIKTOR,MATEUSZ,KAMIŃSKI,24-07-2001
MAREK,JEREMIASZ,TRZEPIZUR,31-03-2019
SZYMON,FILIP,MACIEJCZYK,03-09-1977
JÓZEF,ANDRZEJ,STAŁGO,08-07-2013
WIESŁAW,STANISŁAW,JADCZAK,23-06-1950
MAREK,WOJCIECH,PAWŁOWSKI,08-12-1948
KRZYSZTOF,MICHAŁ,MLECZKO,21-12-1937
DARIUSZ,WALENTY,BRADTKE,27-01-1995
SEBASTIAN,JANUSZ,ŻBIKOWSKI,20-07-1993
KACPER,TADEUSZ,MARCZAK,15-11-1998
ANDRZEJ,PIOTR,PĘDZIŃSKI,12-10-1944
GIORGI,JÓZEF,NALEPA,23-07-2001
PIOTR,JAN,SPRYSAK,25-01-1964
JÓZEF,MARCIN,KŁOCZEWIAK,10-02-1986
HENRYK,TOMASZ,KLOIS,30-06-1929
DARIUSZ,BOGDAN,ORSZULAK,21-03-1990
STANISŁAW,ANDRZEJ,BRYCH,14-09-1931
NIKODEM,WOJCIECH,DOWDA,23-08-2016
VITALII,ZYGFRYD,SZOK,11-02-1977
ROMAN,WŁODZIMIERZ,BEZVERKHNYI,01-08-2009
PIOTR,STANISŁAW,KOHLBRENNER,06-09-1945
MICHAŁ,ANTONI,BABIJCZUK,10-11-1996
IVAN,SEWERYN,POLOŃSKI,15-07-1945
ŁUKASZ,MIROSŁAW,KOSIOROWSKI,13-10-1985
JAKUB,PIOTR,BARTKOWIAK,11-10-2009
KSAWERY,RYSZARD,ZAJĄC,23-04-1979
GRZEGORZ,KRZYSZTOF,MAJKA,16-01-2014
WIESŁAW,MAKSYMILIAN,JAROŃSKI,27-04-2020
JAKUB,ZBIGNIEW,KOZDROWSKI,17-12-1969
ŁUKASZ,WŁADYSŁAW,STEPANIUK,09-12-1976
TADEUSZ,MIKOŁAJ,WRYCZA,31-12-2009
MICHAŁ,DARIUSZ,DYMOCHKO,27-11-1933
MIKOŁAJ,JAN,BAZYDŁO,20-09-1925
DANIEL,ARTUR,GRABOŃ,05-09-1935
HENRYK,MIKOŁAJ,SKIBA,22-11-2022
ARKADIUSZ,RAFAŁ,STASIAK,18-02-1926
KAZIMIERZ,ROBERT,SZOTA,15-02-1951
MAREK,RYSZARD,GABRYSZEWSKI,05-12-1946
BOHDAN,FILIP,STRZEDZIŃSKI,04-01-2008
ROBERT,ROBERT,ORZEŁ,08-06-1992
KONRAD,RYSZARD,KRAKOWSKI,01-01-1926
BOGDAN,PIOTR,BIENIAS,29-05-1962
WALDEMAR,PIOTR,BENKA,09-03-2009
ŁUKASZ,MICHAŁ,RÓŻAŃSKI,01-04-1955
IVAN,ANDRZEJ,LEWANDOWSKI,07-11-2015
KUBA,RAFAŁ,SCHMIDT,20-10-1989
MIECZYSŁAW,MAREK,CHODKIEWICZ,28-03-2006
KACPER,ADAM,RYCHŁOWSKI,04-03-1986
MATEUSZ,ŁUKASZ,PAJĄK,24-08-1924
ROBERT,RAFAŁ,HUMERSKI,22-03-1947
WIESŁAW,KAMIL,PIETRYSZKA,16-05-1973
FILIP,RYSZARD,TWARDOWSKI,11-10-1937
KRZYSZTOF,KRZYSZTOF,BALAS,12-09-2000
JERZY,JAN,GACEK,20-11-1924
ADAM,JAN,PAPROS,13-12-2013
PIOTR,JANUSZ,PIELOK,27-04-1937
GRZEGORZ,MIROSŁAW,KORZEŃ,23-07-1951
ANDRZEJ,ANTONI,GÓRAWSKI,13-10-1979
ARKADIUSZ,ANDRZEJ,DOBEK,24-11-1968
TOMASZ,MATEUSZ,MAREK,26-11-1966
KRZYSZTOF,JACEK,PIĘKOŚ,09-01-1986
KONRAD,STANISŁAW,PUZYREWICZ,15-12-2013
MAKSYMILIAN,JAN,STACHNIAK,31-07-1979
MICHAŁ,TOMASZ,STIRMER,30-04-1971
TYMOTEUSZ,MICHAŁ,NIEŚCIER,26-03-1958
BARTOSZ,WIESŁAW,SZULC,15-07-1994
ARKADIUSZ,MIKOŁAJ,KUCZYC,06-04-1946
JANUSZ,PAWEŁ,WYRZYKOWSKI,25-02-1988
RAFAŁ,DARIUSZ,BOROWY,31-05-1970
DARIUSZ,RAFAŁ,SOBOTTA,04-12-1939
JÓZEF,GRZEGORZ,PRADELLA,31-10-2007
PATRYK,ŁUKASZ,BIAŁOŻYT,21-11-1942
GRZEGORZ,JAN,SZWEDA,10-03-1941
JACEK,IRENEUSZ,OSTROWSKI,07-01-1990
ANDRZEJ,BOGDAN,BINIEK,02-07-1949
AXEL,WŁADYSŁAW,GLENSK,18-11-1987
STANISŁAW,IGNACY,HORYŃ,27-04-1961
RUSLAN,IZYDOR,PALAMARCIUC,25-01-1933
MARIUSZ,ADAM,SUCHOGÓRSKI,26-11-2012
ADAM,JAN,PIECHOTA,19-01-1989
RYSZARD,MARIAN,SYREK,25-01-2008
DANIEL,KRZYSZTOF,BIGOS,05-08-1986
ŁUKASZ,SZYMON,MAJKOWSKI,26-06-1995
COLLINS,FRANCISZEK,MAZUREK,10-03-2006
BOGUSŁAW,WIESŁAW,KUZIEMSKI,06-12-1982
PIOTR,TOMASZ,BILOKON,30-09-1932
MARIUSZ,RAFAŁ,RYBAKIEWICZ,22-01-1945
VIKTAR,JAN,CZERNIAK,13-08-1974
KACPER,JANUSZ,GONEK,20-04-1941
LEON,ANTONI,STASIAK,13-04-1980
LESZEK,NIKODEM,RZEPKOWSKI,30-11-1971
ZDZISŁAW,HENRYK,PRZYBYLSKI,12-10-2018
ŁUKASZ,KAROL,KOCŁAJDA,04-09-2016
PIOTR,MARCIN,KĘDZIORA,17-07-2018
TÙNG,JAN,MAKOWSKI,29-09-1944
PATRYK,JAN,FILAK,22-11-1988
ZYGMUNT,RYSZARD,MARTYNA,25-12-1954
KAZIMIERZ,ROMAN,WOJTASZYK,14-10-1924
ADAM,ROMUALD,WIŚNIEWSKI,29-12-1964
LESZEK,CZESŁAW,DĄBROWSKI,10-02-2005
ANDRZEJ,ZBIGNIEW,MECKIER,27-07-1974
MARCIN,MACIEJ,PITS,21-02-1952
MARIUSZ,JÓZEF,WÓJTOWICZ,21-06-1984
PIOTR,STANISŁAW,LISKOWICZ,05-10-1948
MARCIN,SYLWESTER,GEMBARA,21-03-1949
MICHAŁ,PAWEŁ,BECHERKA,01-09-2022
PIOTR,JAN,JAMRÓZ,15-09-1966
ALEXANDER,MATEUSZ,BOGACZ,02-10-2000
RAFAŁ,STANISŁAW,CZERNICHOWSKI,03-11-1961
ZDZISŁAW,ZYGMUNT,GANCZAREK,01-01-1993
MAREK,ANDRZEJ,KAIM,17-01-1984
VLADYSLAV,KAJETAN,BUŁA,04-07-1986
DANIEL,MARIUSZ,BEDNARCZYK,26-02-1936
ADAM,JANUSZ,KOPERSKI,10-09-1932
ANDRZEJ,EDMUND,ADRYAN,24-01-1959
MAREK,MARCIN,RUTKOWSKI,05-08-1974
TOMASZ,BARTOSZ,SIÓDMIAK,14-07-2023
JÓZEF,JÓZEF,CIEŚLA,18-06-1987
CZESŁAW,ANDRZEJ,BIELAK,14-03-1926
WITOLD,BOLESŁAW,BALAUSHKO,28-10-1944
WOJCIECH,PIOTR,RUMATOWSKI,24-02-1944
KAMIL,RYSZARD,BAZYL,21-07-1962
DARIUSZ,EDWARD,KUCZORA,16-01-1941
TOMASZ,IGNACY,YAFREMAU,12-12-1976
DAMIAN,WŁODZIMIERZ,URBAŃSKI,12-01-1983
SZYMON,LESZEK,PUDEŁKO,24-09-1966
ROBERT,MARCIN,CZYŻOWSKI,24-08-1999
JÓZEF,HENRYK,WACHNICKI,29-05-1985
MIROSŁAW,JAN,WOJTEK,20-01-1957
SEBASTIAN,KONRAD,MOKRZYCKI,05-06-1937
PAWEŁ,FRANCISZEK,RATAJCZAK,07-03-2018
RYSZARD,MACIEJ,FERGIŃSKI,17-02-1985
ANDRZEJ,KAROL,OKUNIEWSKI,29-01-1956
KACPER,RAJNOLD,LEŚNIAK,10-03-2017
PAWEŁ,PAWEŁ,IZYDOREK,16-11-1936
PAWEŁ,HENRYK,BRZEZIŃSKI,21-07-1993
BARTŁOMIEJ,STANISŁAW,MELNYK,21-10-2002
KORNELIUSZ,ZBIGNIEW,SKOWROŃSKI,09-06-1950
MATEUSZ,PIOTR,FILIPIAK,11-11-2009
LECH,KRYSTIAN,PIETRZYK,09-11-1958
ADAM,JERZY,ZEIDLER,28-08-1985
PATRYK,ROMAN,KRUK,13-10-2012
ADAM,KONSTANTY,DAGGA,03-01-1999
RYSZARD,DARIUSZ,KOTNOWSKI,19-05-1933
ANTONI,KACPER,GIEL,26-01-1965
GRZEGORZ,ZBIGNIEW,BOGACKI,21-04-1946
JAN,JAN,KWARTA,29-07-1953
MICHAŁ,GIULIO,CHOLEWIŃSKI,30-04-1936
DAWID,KAZIMIERZ,GRODZISKI,20-11-1975
MIKOŁAJ,MIECZYSŁAW,KONDAK,28-08-2004
BOHDAN,ANDRZEJ,BARSKI,09-02-1979
OSKAR,JOONATAN,KORZENIOWSKI,26-12-1973
JÓZEF,ROBERT,TRACZ,29-01-2020
ILLIA,MAREK,BRONOWSKI,22-12-1955
KONRAD,WIKTOR,WACŁAWIAK,04-09-2019
ANTON,KAROL,ZAREMBA,05-10-1947
WŁADYSŁAW,KAZIMIERZ,KOZA,19-06-2012
FABIAN,WŁADYSŁAW,ŚLEPKO,14-05-1990
KAMIL,MICHAŁ,CZUBEK,24-05-1929
JAKUB,JAN,RUREK,17-04-1928
ŁUKASZ,MIKOŁAJ,MOSKA,21-07-1982
MIROSŁAW,ANTONI,ĆWIRKO,19-08-1972
ALEKSANDER,STEFAN,WANAT,04-06-2012
ALEKSANDER,MARIAN,WAJDA,21-06-1926
JAKUB,MACIEJ,RUBLEUSKI,21-06-1978
STANISŁAW,PIOTR,PIECH,27-01-1970
MICHAŁ,TOMASZ,KRUCZEK,21-10-1956
MIROSŁAW,WOJCIECH,KAŹMIERCZAK,13-09-1978
WALDEMAR,GEOFFREY,ANTOLAK,03-06-1978
DANIEL,JÓZEF,RUDENKO,04-02-1986
WOJCIECH,WOJCIECH,SOBOLEWSKI,24-12-1989
KRZYSZTOF,MIECZYSŁAW,BOCHONKO,29-05-1930
MARCIN,GRZEGORZ,PLEWA,08-12-1950
TOMASZ,JÓZEF,KOŚCIÓŁEK,15-10-2000
MICHAŁ,PIOTR,JANKOWSKI,29-04-2015
KRZYSZTOF,JÓZEF,CYBULSKI,16-01-1925
BOHDAN,MARCIN,GRYGUCIS,28-01-1942
THANH HOAN,ŁUKASZ,MALIK,25-11-1972
PAWEŁ,PAWEŁ,KNOP,25-02-1953
DAWID,LESZEK,BABIK,23-12-2006
BOGUSŁAW,ANDRZEJ,REGUŁA,21-11-1966
WINCENTY,TADEUSZ,ANDRZEJEWSKI,09-01-1961
ANDRZEJ,JAN,WIŚNIK,16-10-2019
MAREK,ANDRZEJ,BOCHNIA,23-11-1975
TOMASZ,PIOTR,KORZEB,26-01-1927
ŁUKASZ,PAWEŁ,DREZNER,13-07-1951
ANDRZEJ,TADEUSZ,GRZANKA,17-01-1950
ŁUKASZ,ZDZISŁAW,HAJDUN,02-12-1989
PIOTR,TEODOR,KURACIŃSKI,28-06-2019
HENRYK,MICHAŁ,JABŁOŃSKI,07-03-1995
VITALII,MARCIN,KRZYŻOSTANIAK,03-10-1970
VASYL,JERZY,SLYVINSKYI,07-07-1988
DANIEL,STEFAN,KONRAD,18-11-1965
MAREK,KAROL,CIMEK,15-06-2014
ŁUKASZ,MATEUSZ,AVDASOV,27-12-1968
RAFAŁ,BOGDAN,MUCHA,30-11-1978
KRZYSZTOF,MARCIN,PODSTAWA,16-01-1972
TADEUSZ,ARKADIUSZ,LIS,09-09-1969
JACEK,TOMASZ,PRAŻMOWSKI,16-10-2010
NIKODEM,KAMIL,MĘŻYK,13-12-1953
PIOTR,MICHAŁ,KIEŁCZYKOWSKI,25-03-2011
RYSZARD,CZESŁAW,BARTOSZ,08-12-1970
WIKTOR,MARCIN,RACZKOWSKI,19-07-1955
WILLIAM,FRANCISZEK,MICHALSKI,03-04-2002
KAROL,PIOTR,NATKANIEC,03-07-1957
ŁUKASZ,JACEK,CZARNECKI,16-06-2017
HENRYK,STANISŁAW,WINNICKI,28-04-1942
HENRYK,STANISŁAW,PINDEL,07-06-1973
PIOTR,JAN,KIEDROWSKI,13-02-1994
WŁODZIMIERZ,BRUNON,SIEDLECKI,30-03-1986
HUBERT,TADEUSZ,STEFANIAK,23-04-2017
KACPER,KONRAD,RUDZIŃSKI,05-04-1941
KUBA,STEFAN,OSTROWSKI,29-08-1955
WALDEMAR,KAROL,MYŚLIWIEC,10-07-1928
MATEUSZ,ROMAN,SANAK,16-02-2007
PAWEŁ,BRONISŁAW,KRYVKO,12-05-1995
MARCIN,LEON,PIEDO,25-07-1938
ADAM,JÓZEF,DITTMANN,10-12-1953
VADZIM,STANISŁAW,YUSUPOV,21-04-2002
FILIP,STANISŁAW,PITEK,15-12-1941
TOMASZ,ZYGMUNT,KOLLER,18-03-1959
KAROL,TOMASZ,STĘPNIAK,09-02-1953
PIOTR,CEZARY,MOSIONEK,15-11-2006
BERNARD,PIOTR,ŁACNY,25-01-2020
EUGENIUSZ,MARCIN,SZELĄG,07-05-2014
STANISŁAW,MIECZYSŁAW,GÓRAL,11-01-1965
GRACJAN,ARKADIUSZ,BORKOWSKI,26-09-1993
ZDZISŁAW,MARCIN,ŁYBEK,12-01-1934
RYSZARD,KRZYSZTOF,KLETT,18-11-1999
HUBERT,LEON,CZERNIAKIEWICZ,10-07-2000
KAMIL,ANDRZEJ,KLIŃSKI,10-02-2000
EDWARD,ADAM,PETTERS,17-06-1964
JERZY,TOMASZ,TONDERA,09-02-2013
HUBERT,MARIUSZ,ZIEMBA,29-06-2022
DAWID,KRZYSZTOF,WISŁOCKI,24-12-1961
ARTUR,JERZY,IVANOUSKI,02-05-2006
ANTONIO,MICHAŁ,POPIELEC,10-10-1940
ROMAN,STANISŁAW,DENISIUK,31-10-1979
OLGIERD,STEFAN,STRATULAT,05-09-1977
DARIUSZ,JAN,GRABOWSKI,25-09-1975
JERZY,GRZEGORZ,LIĆWINKO,09-06-1948
MAKSYM,PAWEŁ,TKACHENKO,12-06-1973
DOMINIK,JÓZEF,KUBIAK,02-05-1956
SZYMON,SZYMON,BABIARZ,07-01-1940
ARTUR,BOGDAN,POŚLOD,23-05-1932
KRZYSZTOF,MARIUSZ,MORAWSKI,28-08-2020
ZENON,ANDRZEJ,KURZAK,19-03-1948
ZDZISŁAW,MATEUSZ,BERKA,15-05-1926
STEFAN,KAROL,WOŹNIAK,08-01-1934
DARIUSZ,BERNARD,GOSEK,25-04-1953
LECH,RADOSŁAW,BULYGIN,07-11-1964
MIROSŁAW,FELIKS,LASKOWSKI,07-10-1924
PIOTR,JÓZEF,SZAFRAŃSKI,24-06-1976
PAWEŁ,WOJCIECH,PIĄTKOWSKI,11-08-1983
PIOTR,JAKUB,ŻĘDZIAN,09-04-1964
JÓZEF,ALEKSANDER,TOMASZEWSKI,08-03-1977
TADEUSZ,MARIAN,SMAGOŃ,11-10-1930
ANDRZEJ,STEFAN,MENKOU,13-03-2011
ARKADIUSZ,KAZIMIERZ,BARANEK,26-01-2008
ROMAN,STEFAN,KIEŁKOWSKI,21-09-1961
KACPER,TADEUSZ,RADZIOCH,05-12-1943
PIOTR,ADAM,SZCZYKUTOWICZ,23-10-1971
OSKAR,PIOTR,DRZEWOSZEWSKI,14-04-1957
MARIUSZ,KRZYSZTOF,DREWNOWSKI,24-12-1931
MARCIN,MAREK,GOLUS,01-06-1963
NATAN,KAZIMIERZ,PIEKARCZYK,17-07-2006
MARCIN,DAMIAN,NORMAN,01-11-1956
BŁAŻEJ,ADAM,KIEDROWSKI,14-12-1976
MARIUSZ,MACIEJ,WIETECHA,31-12-1986
TOMASZ,ANDRZEJ,DZIABACIŃSKI,03-09-1937
MAREK,ŁUKASZ,WOLNY,08-09-2008
LEOPOLD,FRANK,KWIECIEŃ,17-11-2018
MARCIN,JACEK,GWÓŹDŹ,06-05-1987
ŁUKASZ,SEBASTIAN,DĄBKOWSKI,02-05-1930
JAN,SŁAWOMIR,KUCHTA,09-10-2004
MARCIN,STANISŁAW,PIOTROWSKI,15-07-1984
PATRYK,DANIEL,MICHALSKI,29-07-1968
MARCIN,EDWARD,WÓJCIK,10-02-1926
ARKADIUSZ,BARTOSZ,ŁASTOWSKI,16-10-1998
ANDRZEJ,MAREK,WYRWAŁ,28-05-1977
KAROL,MATEUSZ,NOWAKOWSKI,19-12-1992
JACEK,ADAM,GRZEBIŃSKI,04-03-1993
ALOJZY,ALEKSANDER,ZGÓDKA,06-11-1999
FRANCISZEK,MOHAMMED,RYSZKOWSKI,20-12-1991
MIROSŁAW,JAKUB,PIASECKI,01-09-2017
DAWID,MARCIN,KRZYŚCIK,08-12-1988
WOJCIECH,GRZEGORZ,KOMENDA,21-06-1984
PIOTR,STEFAN,GIERCZAK,20-05-1943
PIOTR,ANDRZEJ,KOZIEŁ,24-08-1949
LESZEK,JAN,KOŁACZEK,12-02-1966
MARCEL,RADOSŁAW,KUBIAK,16-09-2023
ADRIAN,JAKUB,MERK,14-06-1999
WIESŁAW,PRZEMYSŁAW,PAWĘZOWSKI,11-01-1943
SŁAWOMIR,FRANCISZEK,NOWAK,04-03-1932
EMIL,KAROL,CHOJNOWSKI,06-12-2018
TOMASZ,PIOTR,BOROWY,04-06-2016
ADAM,ROMAN,BARAN,04-07-1992
ARKADIUSZ,MAREK,CZAPLA,18-11-2015
IRENEUSZ,KONRAD,JÓŹWICKI,13-11-1975
STANISŁAW,MACIEJ,PODLASEK,08-08-1985
TOMASZ,MARCIN,STEFAŃCZYK,04-11-1958
ROBERT,TOMASZ,HENCZEL,12-04-2004
JAN,STANISŁAW,GANCARSKI,26-11-1931
BARTOSZ,WALDEMAR,STANISŁAWSKI,09-06-1996
WALDEMAR,JÓZEF,PSONAK,26-07-1986
MICHAŁ,ANTONI,KAJDANOWSKI,25-12-2016
IVAN,KAZIMIERZ,MARTENKA,24-02-1989
BARTŁOMIEJ,DAWID,KUZIEV,12-01-2023
MATEUSZ,BARTŁOMIEJ,TARGOSZ,06-04-1995
KAMIL,PIOTR,GOLIK,24-10-1953
TOMASZ,SEBASTIAN,GÓRAS,19-09-1961
ARSENII,PAWEŁ,WIŚNIEWSKI,06-06-1927
PAWEŁ,ANDRZEJ,CICHOCKI,15-10-2009
MARK,PATRYK,GOŁĘBIOWSKI,14-08-1981
KRZYSZTOF,KRZYSZTOF,PRZEGALIŃSKI,22-02-2022
RYSZARD,PIOTR,BATHINI,06-02-2011
MAKSYMILIAN,RADOSŁAW,TATARU,22-12-1934
JAN,MICHAŁ,PAKIEŁA,27-12-1985
MICHAŁ,HORACY,WOŹNIAK,16-12-1969
CZESŁAW,STEFAN,PIDKOPAI,28-10-1956
MIŁOSZ,FRANCISZEK,REBUŚ,21-06-1939
JERZY,PIOTR,KROPLEWSKI,01-08-1970
EDWARD,JAN,SOBOŃ,26-06-1927
ARTUR,PATRYK,BIELECKI,07-08-2005
MIROSŁAW,STANISŁAW,BOROWICZ,10-01-1965
ZYGMUNT,JAN,WILK,12-02-2009
MATEUSZ,RYSZARD,PALICZUK,31-03-1981
DAWID,MARIUSZ,KACZMARCZYK,26-07-1985
BOGDAN,JÓZEF,SZATANIK,23-06-1987
BOGUMIŁ,MICHAŁ,TRACZYK,04-01-1931
PAWEŁ,ALEKSANDER,GODLEWSKI,29-10-1934
JAN,HENRYK,KOBZA,22-11-1931
MAREK,ZBIGNIEW,SZCZEPAŃSKI,14-05-2019
ROBERT,GRZEGORZ,MISZCZAK,15-07-1947
ANTONI,PIOTR,LOSKA,03-07-2006
IHOR,DARIUSZ,KULPA,13-05-1942
JERZY,WALDEMAR,ŁYCZYWEK,09-05-2007
SZYMON,ALEKSANDER,SIRANT,28-05-2001
ADRIAN,ANTONI,RACZYŃSKI,11-01-1955
PRZEMYSŁAW,JAN,NEWIGER,01-07-1991
JAN,KRYSTIAN,LUBECKI,20-08-1930
STEPAN,PIOTR,KUBERNA,31-05-1933
DARIUSZ,KRZYSZTOF,LISIECKI,27-06-2016
DAMIAN,JANUSZ,RUDOWSKI,06-01-1972
ANATOLII,PAWEŁ,BERG,19-04-1978
DAWID,LUCJAN,WARCZYŃSKI,22-07-2014
CEZARY,JACEK,MAŁOLEPSZY,27-09-2005
GRZEGORZ,PIOTR,FIEBICH,20-08-1945
MATEUSZ,MARCIN,SOLOVYOV,10-05-1976
IGNACY,JERZY,JURASEK,29-04-1932
KONRAD,STANISŁAW,KOWALCZYK,19-05-1958
PAWEŁ,KAZIMIERZ,WASILIK,29-12-2009
HENRYK,KRZYSZTOF,GŁAZEK,04-07-1962
ŁUKASZ,JAN,YAMMINE,15-01-1934
JAN,JERZY,RAKOWSKI,19-01-1935
MICHAŁ,ADAM,SMOLIŃSKI,03-11-2011
ANDRZEJ,ANTONI,KWIECIŃSKI,12-01-1939
KRZYSZTOF,PIOTR,BATURA,17-06-1937
ADAM,KAROL,BUTKIEWICZ,25-01-1983
NICOLAS,TOMASZ,ŁUKASZEWICZ,18-01-1942
KAROL,JAROSŁAW,WYBRANIEC,04-08-1941
MARIUSZ,MIKOŁAJ,MICHEWICZ,03-12-1996
DARIUSZ,JAN,GROMADZKI,25-04-2000
NIKODEM,DACJAN,TOMZA,30-11-1986
PAWEŁ,KRZYSZTOF,BARANEK,13-06-1963
NIKODEM,JAN,SOKOŁOWSKI,07-07-1930
TOMASZ,STANISŁAW,OGINNI,25-03-1978
ALEKSANDER,EDWARD,MALACHINSKI,25-12-2004
JULIAN,ZYGMUNT,LANGOWSKI,03-03-1955
ŁUKASZ,MATEUSZ,SZYNKARUK,05-10-2003
GRZEGORZ,MIROSŁAW,KONIECZNY,11-08-1969
MARCEL,WALDEMAR,SOPA,10-02-1929
FELICJAN,JAKUB,GILEWICZ,19-05-1927
MIKOŁAJ,JAN,ROGOWSKI,12-08-1951
ADRIAN,ARIEL,SIKORSKI,20-06-1970
ANDRZEJ,GRZEGORZ,KRÓL,30-05-1993
ADAM,FRANCISZEK,PIETRZYK,26-06-1990
SYLWESTER,BOLESŁAW,MAKARSKI,11-09-1943
TOMASZ,KAZIMIERZ,CHACHAJ,29-01-1969
DAMIAN,FRANCISZEK,SHKURKIN,27-08-1982
JAN,KONSTANTY,KACZOR,02-08-1954
ANDRII,MAKSYMILIAN,WIÓROWSKI,08-11-2020
KRZYSZTOF,JÓZEF,RAKHIMOV,03-08-2021
ANDRZEJ,JAN,WEBER,18-04-1928
VASYL,ROBERT,BOTUR,08-03-1992
JAN,JAN,LASSAK,04-12-1988
ARKADIUSZ,SEBASTIAN,SIEJNA,19-03-1946
KONRAD,DARIUSZ,NICZYPORUK,09-01-1971
DOMINIK,KAROL,GÓRECKI,28-08-1939
SZYMON,ANDRZEJ,LENARCZYK,17-10-1981
WAWRZYNIEC,STANISŁAW,ZIELKE,22-07-1930
JAROSŁAW,MAREK,GRYGORCEWICZ,29-05-1947
TOMASZ,AUGUSTYN,KARAGEZIAN,08-02-1983
ZYGMUNT,TOMASZ,TOR,23-12-1929
ARTUR,STANISŁAW,KRAJEWSKI,06-07-2009
RAFAŁ,TOMASZ,DUDCHENKO,15-07-1956
MACIEJ,MARCIN,HRYNIEWIECKI,22-09-1974
PIOTR,ADI,SIWASZEK,29-03-2013
DMYTRO,STANISŁAW,RUDZIŃSKI,08-05-2010
PIOTR,WITOLD,ILCHYIEV,06-05-1931
ROMAN,PIOTR,DŁUGI,30-03-2016
MARIUSZ,WITOLD,PĘPEK,21-05-2001
JERZY,ALFRED,MARCINIAK,05-01-2018
KRZYSZTOF,JAN,OLESIŃSKI,28-11-1953
RYSZARD,JÓZEF,FIUK,24-11-1997
JAKUB,BARTŁOMIEJ,GLAPIŃSKI,08-08-1957
STEFAN,ZBIGNIEW,ZIELIŃSKI,04-02-1991
WOJCIECH,WŁADYSŁAW,DOBRIVSKYI,16-10-1965
DOMINIQUE,JAKUB,SCHABOWSKI,17-02-1992
KRZYSZTOF,WOJCIECH,DEMEL,14-10-1965
DANYIL,GRACJAN,STANKIEWICZ,20-10-2002
ŁUKASZ,ZBIGNIEW,BECLA,29-12-1925
KOSTIANTYN,MAREK,KOWALEWSKI,20-07-1929
ZENON,FRANCISZEK,MAKSIMIUK,08-03-1975
PAWEŁ,MACIEJ,WOJDA,03-06-1950
ŁUKASZ,JERZY,PIWOWARSKI,05-07-1999
MARIUSZ,MIROSŁAW,ZAJDA,11-03-1935
TADEUSZ,PAWEŁ,KONOPKO,19-09-1939
DOMINIK,JÓZEF,STELMACH,16-10-2006
TOMASZ,JAKUB,BAUT,20-11-2009
WIKTOR,DANIEL,PROKHARAU,15-05-1950
JANUSZ,KAROL,DĄBROWSKI,10-09-1996
KORDIAN,MICHAŁ,MOSIUK,13-04-1935
MICHAŁ,PIOTR,DROŻDŻ,13-09-1990
BARTOSZ,KAROL,KANTOR,24-01-2023
MAKSYM,MICHAŁ,KRÓL,06-09-1944
MIESZKO,KONRAD,JURKIEWICZ,30-11-1929
TOMER,WŁODZIMIERZ,ŻERA,07-07-1950
GHASSAN,MARCIN,PIEROŃCZYK,05-03-2017
DANIEL,MACIEJ,KAŹMIERCZAK,18-12-1998
JAN,PIOTR,GRZEGRZÓŁKA,29-05-1928
HENRYK,JERZY,GRALA,17-06-1971
ŁUKASZ,JAN,JAGODZIŃSKI,06-10-2007
WIKTOR,WŁADYSŁAW,KAMIŃSKI,03-05-1945
ANDRZEJ,JÓZEF,BACZEWSKI,14-01-1939
MIROSŁAW,PAWEŁ,PÓŁTORAK,05-09-1952
JAN,TADEUSZ,MĄDROWSKI,21-10-1964
KACPER,KAROL,OŚWIECIMSKI,05-05-1924
ARTUR,ANDRZEJ,GORGOL,07-01-2016
RADOSŁAW,KONRAD,RUSIECKI,20-09-1936
PAWEŁ,IGNACY,JAKÓBCZAK,17-11-1968
PIOTR,ŁUKASZ,RYBAK,30-08-1988
HUBERT,TOMASZ,RZEWUCKI,18-02-1953
